astronautics and aeronautics :4258
systems in the :18
systems engineering and :18
system of the :18
system developed by :18
synchronous equatorial orbit :18
supersonic transport sst :18
sunsynchronous orbit with :18
street journal said :18
status of the :18
stations in the :18
spirit of st :18
spaceflight tracking and :18
space station to :18
space shuttle discovery :18
space program that :18
space news roundup :18
space flights and :18
space flight programs :18
space flight on :18
space environment and :18
space center jsc :18
space and terrestrial :18
sounding rocket launches :18
solidfuel rocket motor :18
solar energy to :18
soft landing on :18
society of automotive :18
signals would be :18
shuttle main engines :18
see united nations :18
see kennedy space :18
see extravehicular activity :18
second of two :18
second in a :18
scientists from the :18
scientific objectives were :18
scientific exploration of :18
science adviser to :18
satellites launched by :18
satellite reentered june :18
satellite reentered aug :18
satellite organization intelsat :18
satellite launched july :18
satellite launched from :18
satellite in synchronous :18
said the satellite :18
said the new :18
said that although :18
s s second :18
robert m white :18
results would be :18
results from the :18
resulted from a :18
respect to the :18
resources of the :18
research center for :18
reports scientific and :18
reported in washington :18
range on a :18
quality of the :18
properties of the :18
progress in the :18
primary mission objective :18
president johnson announced :18
president and general :18
preparation for the :18
preliminary design of :18
pm edt july :18
pioneer venus 1 :18
period nation remarks :18
period inclination min :18
period and 517° :18
pat off pio :18
participate in a :18
over to essa :18
over indian ocean :18
outstanding contributions to :18
origin of life :18
orbit the earth :18
only in the :18
one of them :18
on the us :18
on space biology :18
on scientific and :18
on apollo 15 :18
officials said that :18
off coast of :18
of what we :18
of the x15 :18
of the work :18
of the systems :18
of the spectrum :18
of the problems :18
of the planned :18
of the military :18
of the equipment :18
of the energy :18
of the crater :18
of the atlantic :18
of solar activity :18
of remote sensing :18
of project mercury :18
of international cooperation :18
of carbon dioxide :18
of cape kennedy :18
of automotive engineers :18
of apollo lunar :18
of an inch :18
of a spacecraft :18
occurred as planned :18
not have been :18
not be made :18
not available cosmos :18
newport news va :18
new type of :18
national medal of :18
nasa in fy :18
nasa had selected :18
nasa announced a :18
naa sid skywriter :18
mockup of the :18
missions to mars :18
million nasa release :18
military space program :18
mi southeast of :18
mi east of :18
mex chairman of :18
max planck institute :18
managed by msfc :18
malfunction in the :18
m long and :18
lunar orbiter iii :18
lunar landing by :18
little more than :18
leading to award :18
launched by a :18
launch vehicle for :18
launch scheduled for :18
launch of apollo :18
landing sites for :18
landing a man :18
landed at edwards :18
land a man :18
konstantin p feoktistov :18
jointly by nasa :18
it was designed :18
it is in :18
it into a :18
it had not :18
it as a :18
into the atlantic :18
industry and the :18
indian space research :18
in which he :18
in the study :18
in the mission :18
in the main :18
in the fy :18
in the course :18
in test of :18
in orbit at :18
in office of :18
in nasas office :18
in listings which :18
in length and :18
in indian ocean :18
in geostationary orbit :18
in fy 1968 :18
in a space :18
in a position :18
in a number :18
house subcommittee on :18
highly eccentric orbit :18
held press conference :18
hearings on the :18
have not been :18
has to be :18
has not been :18
had continued to :18
had been caused :18
had been at :18
government industry and :18
goddard institute for :18
goal was to :18
german democratic republic :18
general services administration :18
fy 1969 budget :18
further information on :18
from wtr with :18
from the surface :18
from the solar :18
frank borman and :18
for the soviet :18
for the most :18
for outstanding contributions :18
for nasas office :18
for military purposes :18
for delivery of :18
experimental communications satellite :18
equipment functioned normally :18
end of a :18
electric co for :18
earth in the :18
early years of :18
during launch and :18
dr frederick seitz :18
dr christopher c :18
dr charles s :18
down in the :18
distance from the :18
director of office :18
decade of the :18
data on solar :18
data on atmospheric :18
contract to study :18
contract for the :18
continuation of the :18
continuation of cos :18
connection with the :18
committee on atomic :18
committee on armed :18
commercial communications satellites :18
chiefs of staff :18
check out the :18
charged particles in :18
cape canaveral on :18
cape canaveral and :18
by the new :18
by the government :18
by the federal :18
by the date :18
by mariner iv :18
by longtank thrustaugmented :18
by ground command :18
by dr thomas :18
by dr george :18
by apollo 15 :18
but would not :18
but there is :18
but had not :18
before and after :18
been the first :18
been assigned to :18
be succeeded by :18
be submitted to :18
be needed to :18
be moved to :18
be injected into :18
be built by :18
be assigned to :18
be allowed to :18
aware of the :18
at the cape :18
at nasa langley :18
at nasa goddard :18
at nasa ames :18
astronauts john w :18
astronauts had been :18
astronauts frank borman :18
astronaut michael collins :18
asterisk by the :18
as result of :18
as president of :18
as low as :18
apollo spacecraft and :18
apollo lunar module :18
antiballistic missile system :18
and william r :18
and william a :18
and will be :18
and upper atmosphere :18
and the sun :18
and the planets :18
and the payload :18
and the netherlands :18
and the mission :18
and the earth :18
and the crew :18
and space programs :18
and president of :18
and one of :18
and lockheed aircraft :18
and life support :18
and launch of :18
and industrial research :18
and docked with :18
and did not :18
and development program :18
and data systems :18
and composition of :18
and communications satellites :18
and astronautics committee :18
and aeronautics april :18
and 517° inclination :18
an opportunity to :18
an experiment to :18
an elliptical orbit :18
an editorial in :18
an array of :18
altitude to collect :18
all test objectives :18
aircraft in the :18
after launch and :18
aeronautics 1970 april :18
administration and the :18
activities of the :18
ability of the :18
a single booster :18
a new type :18
a model of :18
a highly elliptical :18
a goddard space :18
a consultant to :18
75 • the :18
740 still in :18
50th anniversary of :18
1982 astronautics and :18
14 nasa announced :18
• usaf successfully :17
• rep george :17
• dept of :17
yet to be :17
years of the :17
would support the :17
would receive a :17
would make it :17
would make a :17
would increase by :17
would continue in :17
would come from :17
would be very :17
would be fired :17
would be established :17
would be based :17
would also use :17
worlds largest aircraft :17
working with the :17
with foreword by :17
william r pogue :17
william f mckee :17
who died in :17
whitney div of :17
which was to :17
which nasa would :17
which had not :17
west coast of :17
were working on :17
were the first :17
were telemetered to :17
were reported by :17
were operating satisfactorily :17
were made by :17
were carried out :17
were among the :17
well as to :17
well as for :17
weight 7000 kg :17
we did not :17
we are to :17
washington post article :17
washington dc to :17
was turned on :17
was trying to :17
was provided by :17
was attributed to :17
was appointed director :17
w post july :17
w post jan :17
w post apr :17
vice chairman of :17
venus and mars :17
vehicles would be :17
ussr launched molniya :17
uses of the :17
usaf successfully launched :17
us district court :17
united technology center :17
union telegraph co :17
transmitted to the :17
top speed of :17
to the program :17
to the other :17
to the american :17
to study effects :17
to senate committee :17
to see how :17
to science and :17
to provide more :17
to provide for :17
to private industry :17
to pick up :17
to have an :17
to give the :17
to establish an :17
to earth the :17
to contribute to :17
to complete the :17
to communicate with :17
to be performed :17
to be operational :17
to be installed :17
to be developed :17
to be an :17
to altitude of :17
to account for :17
to a landing :17
titan ii launch :17
this kind of :17
third and final :17
they will be :17
they were not :17
they did not :17
there is an :17
theory that the :17
the type of :17
the two satellites :17
the system was :17
the sun in :17
the spring of :17
the space science :17
the source of :17
the smithsonian institutions :17
the skylab orbital :17
the scout launch :17
the satellite into :17
the rocket was :17
the program to :17
the probability of :17
the price of :17
the present time :17
the payload and :17
the past decade :17
the ozone layer :17
the orbiter to :17
the objective of :17
the next 10 :17
the netherlands and :17
the moon has :17
the mission control :17
the middle of :17
the marshall space :17
the main propulsion :17
the july 1975 :17
the first soviet :17
the first mission :17
the facility would :17
the engine and :17
the congress and :17
the birth of :17
the apollo 11 :17
the ames research :17
the aircraft and :17
that would provide :17
that would not :17
that may have :17
that if the :17
that could not :17
that can be :17
tests to determine :17
testimony before the :17
test had been :17
temperature pressure density :17
temperature of the :17
telemetered to ground :17
team headed by :17
take place in :17
t keith glennan :17
surface experiments package :17
support services to :17
successfully completed its :17
stanford research institute :17
special assistant for :17
spacecraft on the :17
spacecraft into orbit :17
spacecraft into a :17
space technology editorial :17
space shuttle for :17
space div for :17
space center would :17
south polar cap :17
sounding rocket program :17
some of these :17
signed a memorandum :17
signed a contract :17
ships at sea :17
several hundred miles :17
set a new :17
service propulsion system :17
separation of the :17
separated from sm :17
sent message to :17
see american institute :17
second phase of :17
search and rescue :17
scientific instrument module :17
science foundation reported :17
saturn i launch :17
satellites from vandenberg :17
satellite was successfully :17
satellite in orbit :17
satellite and the :17
said that if :17
said in speech :17
rpt on space :17
rocket research aircraft :17
rocket development station :17
research on the :17
research center nasa :17
recipient of the :17
radiation in the :17
proved to be :17
program would include :17
program will be :17
program in which :17
program as a :17
president nixon issued :17
president nixon had :17
president johnson had :17
pres rpt 71 :17
pres rep 1967 :17
preliminary results of :17
postponed because of :17
place spacecraft into :17
picture transmission apt :17
perigee period nation :17
per sq m :17
payload to obtain :17
particles in the :17
part of our :17
over the us :17
outer space in :17
out to be :17
out of a :17
orbit where it :17
on use of :17
on the new :17
on the human :17
on other planets :17
on aeronautics and :17
on a scout :17
officials said they :17
of this country :17
of the sea :17
of the ranger :17
of the mariner :17
of the initial :17
of the external :17
of the development :17
of space vehicles :17
of space the :17
of scientific information :17
of our society :17
of nasa marshall :17
of nasa in :17
of mcdonnell douglas :17
of kennedy space :17
of information on :17
of flight crew :17
of electrical and :17
of defense for :17
of cape canaveral :17
of a nuclear :17
of a national :17
obtained from the :17
objectives had been :17
objective development of :17
ny times oct :17
nuclear rocket engine :17
nov 17 1970 :17
newspaper editorials commented :17
needs to be :17
navigation satellite system :17
nations of the :17
national space effort :17
national and international :17
nasa manned space :17
nasa launched series :17
nasa history office :17
nasa hist off :17
nasa headquarters and :17
nasa and usaf :17
name country international :17
more than five :17
more than 600 :17
moons sea of :17
moon and return :17
moon and back :17
min of flight :17
min inclination 65° :17
min de grees :17
million had been :17
might not be :17
might be the :17
meeting of american :17
medal of freedom :17
measure electron density :17
management responsibility for :17
major portion of :17
maj william j :17
magnetic fields and :17
made up of :17
made possible by :17
m in dia :17
lunar orbiter v :17
lunar landing research :17
long periods of :17
liquid hydrogen and :17
less than half :17
less than 10 :17
launched may 30 :17
landing on mars :17
laboratory mol program :17
jpl universe reported :17
joint committee on :17
james g fulton :17
it would cost :17
it is to :17
it had begun :17
is a very :17
is a great :17
introduced in the :17
international air show :17
intercontinental ballistic missiles :17
intended for military :17
inclination remarks km :17
in us space :17
in time to :17
in the skylab :17
in the series :17
in the northern :17
in the launch :17
in the joint :17
in the fields :17
in the event :17
in the design :17
in the center :17
in the case :17
in the areas :17
in space on :17
in space of :17
in space during :17
in previous years :17
in orbit with :17
in in diameter :17
in flight to :17
in denver colo :17
in deep space :17
in ceremonies at :17
in cambridge mass :17
in air force :17
hours after launch :17
he said it :17
have been used :17
hamilton standard div :17
had worked with :17
had refused to :17
had flown in :17
had been reduced :17
had been chosen :17
greenwich mean time :17
government agencies and :17
go into space :17
gemini spacecraft was :17
galactic astronomy experiment :17
from the shuttle :17
from the apollo :17
from natal brazil :17
from more than :17
from ksc launch :17
from hammaguir range :17
from green river :17
fourstage scout booster :17
force base in :17
for the manned :17
for the lunar :17
for the joint :17
for space station :17
for space and :17
for return to :17
for public broadcasting :17
for organization and :17
for military photoreconnaissance :17
for launch of :17
for its own :17
for delivery to :17
for authority to :17
for apollo applications :17
flown on the :17
flights to the :17
fixedprice contract to :17
first flight test :17
first anniversary of :17
firing of a :17
fairchild industries inc :17
fairchild hiller corp :17
experiment would be :17
experiment to determine :17
expected to cost :17
expand flight envelope :17
executive vice president :17
evidence that the :17
eugene m zuckert :17
e webb nasa :17
e evans and :17
during the test :17
dr philip handler :17
dr joseph p :17
dr gary v :17
district of columbia :17
director general of :17
difference between the :17
developed in the :17
described as a :17
department of transportation :17
density and wind :17
demonstration of the :17
decision was made :17
date of the :17
data obtained from :17
data obtained by :17
data at mach :17
crew of soyuz :17
council of the :17
corp for negotiation :17
cooperation between the :17
contracts would be :17
construction of two :17
compared with data :17
communications with the :17
club in washington :17
cl plesetsk and :17
cited for his :17
center awarded a :17
center announced selection :17
carried on the :17
carried by the :17
capability of the :17
can be done :17
by nasa on :17
by nasa into :17
by mcdonnell douglas :17
by mariner 9 :17
by boeing co :17
but we are :17
business daily reported :17
build and test :17
bruce t lundin :17
both military and :17
boeing 747 carrier :17
been found in :17
been approved by :17
been a member :17
because they were :17
be turned over :17
be transferred to :17
be limited to :17
be less than :17
be in operation :17
be attached to :17
baykonur tyuratam cosmos :17
baykonur cosmodrome into :17
bay st louis :17
atmosphere and ionosphere :17
at vandenberg air :17
at time of :17
at the us :17
at supersonic speeds :17
at one end :17
at least the :17
at least 10 :17
at flight research :17
at annual meeting :17
astronauts would be :17
astronauts thomas p :17
astronaut edwin e :17
as saying the :17
as nasa deputy :17
as deputy administrator :17
as consultant to :17
army ballistic missile :17
armstrong edwin e :17
arms limitation talks :17
apollo program manager :17
apollo 17 mission :17
apollo 15 mission :17
announced award to :17
and water vapor :17
and was recovered :17
and to be :17
and the second :17
and test of :17
and terrestrial applications :17
and telemetry and :17
and study of :17
and space activities :17
and soviet space :17
and south america :17
and should be :17
and planetary exploration :17
and other celestial :17
and hud appropriations :17
and external tank :17
and eugene a :17
and effects of :17
and checked out :17
and applications dr :17
and aeronautics october :17
and aeronautics march :17
and aeronautics december :17
an average of :17
american physical society :17
altitudes up to :17
altitude to study :17
also called for :17
aleksey a leonov :17
al • nasa :17
air traffic controllers :17
air force satellite :17
ahead of us :17
aeronautics 1972 • :17
administrator james m :17
adjudged a success :17
access to the :17
a year ago :17
a review of :17
a new world :17
a new generation :17
a little more :17
a good deal :17
a armstrong edwin :17
8 nasa announced :17
5 to 10 :17
3 nasa announced :17
26 nasa announced :17
1983 astronautics and :17
11 astronaut neil :17
10th anniversary of :17
• the usaf :16
• soviet scientists :16
• scientists at :16
• north american :16
• niketomahawk sounding :16
• dr donald :16
• commenting on :16
• award of :16
• aviation week :16
years to come :16
x—15 no 1 :16
xray sources and :16
would succeed dr :16
would reduce the :16
would fly on :16
would concentrate on :16
would be shared :16
would be provided :16
would be one :16
would be necessary :16
would be limited :16
would be less :16
would be given :16
would be dr :16
would be determined :16
would also provide :16
world weather watch :16
world airways inc :16
working in space :16
work with the :16
with the program :16
with the new :16
with supercritical wing :16
with nasa to :16
with general electric :16
will be required :16
will be made :16
which would carry :16
were still operating :16
were obtained by :16
were being conducted :16
went into orbit :16
we would have :16
we are in :16
was to demonstrate :16
was the largest :16
was supposed to :16
was successfully fired :16
was signed by :16
was published in :16
was named deputy :16
was made at :16
was in good :16
was designed and :16
was continuing to :16
was close to :16
walter c williams :16
visible to the :16
usaf announced it :16
us would be :16
us patent no :16
up to 20 :16
up in the :16
unmanned exploration of :16
univ of alaska :16
united states should :16
united states 1961 :16
union of soviet :16
union and the :16
under a nasa :16
traveled more than :16
transfer orbit so :16
tracking station at :16
total weight of :16
total weight 6300kg :16
told the house :16
to use of :16
to the un :16
to the one :16
to the general :16
to take the :16
to show that :16
to place the :16
to obtain a :16
to maintain a :16
to lunar surface :16
to land at :16
to fly by :16
to establish the :16
to earth on :16
to do in :16
to deploy the :16
titan iiibagena booster :16
titan ii icbm :16
times said that :16
this was a :16
the ussr to :16
the us with :16
the us national :16
the us house :16
the tests would :16
the system had :16
the reagan administration :16
the proposed space :16
the probe was :16
the previous week :16
the president of :16
the planets atmosphere :16
the planet mars :16
the plane of :16
the payload bay :16
the next day :16
the national center :16
the moon on :16
the metric system :16
the majority of :16
the lunar module :16
the growth of :16
the group would :16
the experiments would :16
the environmental protection :16
the data to :16
the conduct of :16
the composition of :16
the city of :16
the capability to :16
the astronauts were :16
the anglofrench concorde :16
the american astronautical :16
the aircraft was :16
the aid of :16
that would carry :16
that this is :16
that the launch :16
that the earth :16
that can not :16
than in listings :16
test was to :16
test project astp :16
task force on :16
takeoffs and landings :16
systems for the :16
system that could :16
system on the :16
supt of documents :16
states and dod :16
state and local :16
stars in the :16
stage failed to :16
st mi st :16
spacecraft was launched :16
space shuttle orbiters :16
space sciences laboratory :16
space flight to :16
space center had :16
space and to :16
space and in :16
soviet union in :16
soviet union has :16
soviet socialist republics :16
south america and :16
sounding rocket to :16
some sort of :16
small amount of :16
shuttle and spacelab :16
should be made :16
service medal to :16
service medal in :16
see us army :16
see marshall space :16
see goddard space :16
see command module :16
see american telephone :16
see american society :16
sea of rains :16
scientists had been :16
scientific equipment for :16
scientific earth satellite :16
scheduled for early :16
satisfactorily and good :16
satellites in the :16
satellites had been :16
satellite tracking and :16
satellite reentered march :16
satellite launched into :16
satellite from wtr :16
satellite for the :16
satellite can be :16
satellite business systems :16
sale by supt :16
said we have :16
said that in :16
said later that :16
said at the :16
rpt 70 69 :16
royal aeronautical society :16
role in space :16
rockets launched from :16
rockets from wallops :16
rocket performance was :16
results indicated that :16
research pilot school :16
research had been :16
research center at :16
research center arc :16
reports on the :16
remotely piloted research :16
remote sensing of :16
remain in the :16
relay satellite system :16
rate of about :16
range of the :16
quiet sun year :16
provide for the :16
proposed space station :16
proper transfer orbit :16
project was managed :16
programs in the :16
program with the :16
program is a :16
processing in space :16
processes in the :16
problems of the :16
press reports said :16
press conference on :16
pres rpt 70 :16
post editorial commented :16
possible use in :16
point in the :16
point arguello calif :16
period of time :16
per share for :16
people of the :16
payload was launched :16
paul j weitz :16
passed through the :16
oxygen and hydrogen :16
owen k garriott :16
over to noaa :16
outstanding contribution to :16
outer space for :16
out from the :16
orbit would be :16
orbit with an :16
orbit and the :16
operation of longrange :16
one of these :16
on the saturn :16
on or about :16
on and were :16
on a trajectory :16
on a space :16
office of international :16
of which was :16
of water vapor :16
of us in :16
of the washington :16
of the type :16
of the solidfuel :16
of the scout :16
of the salyut :16
of the plane :16
of the overall :16
of the more :16
of the jet :16
of the failure :16
of the area :16
of state for :16
of spaceflight techniques :16
of space to :16
of space systems :16
of soviet socialist :16
of sciences announced :16
of satellites to :16
of satellites for :16
of princeton univ :16
of nuclear power :16
of millions of :16
of medical research :16
of lunar and :16
of longrange telephone :16
of lewis research :16
of langley research :16
of jupiter and :16
of interplanetary space :16
of health education :16
of earths surface :16
of each other :16
of changes in :16
of apollo 16 :16
of an advanced :16
of aircraft and :16
of aeronautical research :16
of a small :16
objective to provide :16
nuclear rocket program :16
nuclear nonproliferation treaty :16
nov 28 1964 :16
not available and :16
not affect the :16
north of the :16
no 1 was :16
nikezeus antimissile missile :16
new series of :16
new orleans la :16
navstar global positioning :16
nations space program :16
national geographic society :16
nasas flight research :16
nasa would use :16
nasa would have :16
nasa spokesman said :16
nasa scientific and :16
nasa research pilot :16
nasa release 75 :16
nasa kennedy space :16
nasa hq in :16
nasa and esa :16
msc director of :16
mounted on a :16
more than 80 :16
more than 60 :16
moon by 1970 :16
mission was adjudged :16
mission did not :16
minimum scientific requirements :16
miles la times :16
mi st mi :16
mi north of :16
mi in diameter :16
mi from launch :16
measurements were made :16
maximum altitude of :16
materials processing in :16
manned strategic aircraft :16
lunokhod 1 lunar :16
lunar stay time :16
lt col john :16
location of the :16
little or no :16
leonid i brezhnev :16
leading to the :16
leadership in space :16
launched march 2 :16
launched from baykonur :16
launch vehicle program :16
launch pad at :16
launch complex 34 :16
km km min :16
jr director of :16
jr and michael :16
joint project of :16
joint chiefs of :16
john f yardley :16
jerauld r gentry :16
jan 27 1967 :16
its boeing 747 :16
it would begin :16
it was also :16
it in a :16
it had scheduled :16
is the first :16
is intended to :16
is important to :16
is difficult to :16
into geostationary orbit :16
international year of :16
intelsat announced that :16
inertial upper stage :16
index astronautics and :16
in the summer :16
in the laboratory :16
in the fall :16
in the aircraft :16
in space will :16
in space program :16
in operation by :16
in new mexico :16
in fy 1974 :16
in english mar :16
in congressional record :16
in advance of :16
in a single :16
in a program :16
in a few :16
in 1976 and :16
in 1971 to :16
in 1970 and :16
in 1969 to :16
in 1967 to :16
ii launch vehicle :16
if we can :16
i would like :16
i was launched :16
i am sure :16
hud appropriations bill :16
house passed hr :16
history of project :16
he had worked :16
have been the :16
had used the :16
had suggested that :16
had set up :16
had received a :16
had never been :16
had contributed to :16
had confirmed that :16
had been with :16
had been under :16
had been taken :16
had been put :16
had been flown :16
had been fired :16
had been acting :16
had been able :16
had asked the :16
green river utah :16
government printing office :16
gordon cooper and :16
global communications satellite :16
gilruth director of :16
gerald p carr :16
gary v latham :16
future of the :16
funded by nasa :16
from the university :16
from the planets :16
from the first :16
from space and :16
from recovery ship :16
from open sources :16
from nasa to :16
for us to :16
for three years :16
for the apollosoyuz :16
for operational use :16
for many years :16
for long periods :16
for international cooperation :16
for establishment of :16
for a joint :16
for a few :16
floyd l thompson :16
flight safety foundation :16
flight research program :16
flight operations and :16
flight of apollo :16
flight from frc :16
flew x15 no :16
first time at :16
first six months :16
first manned orbital :16
first in space :16
extravehicular activity eva :16
exploration of outer :16
exploration and use :16
experiments designed to :16
experiment to obtain :16
experiment had been :16
essential to the :16
esa info bltn :16
end of its :16
el centro calif :16
earth stations in :16
during which the :16
dr william r :16
dr charles h :16
dr abe silverstein :16
donn f eisele :16
don fuqua dfla :16
dock with the :16
do the job :16
dissemination of information :16
director of medical :16
director of jpl :16
director for the :16
director dr robert :16
development of spaceflight :16
development and operation :16
designed to be :16
design and fabrication :16
deputy manager of :16
dept of the :16
depending on the :16
date vehicle launch :16
d abbreviations of :16
curtis e lemay :16
csm and lm :16
created by the :16
country launch international :16
could be done :16
could be a :16
cost of about :16
consisting of a :16
components of the :16
completion of apollo :16
communications satellite launched :16
communications satellite from :16
communications and navigation :16
coming from the :16
col john h :16
cocoa beach fla :16
closer to the :16
civil and military :16
chemical composition of :16
chairman and chief :16
caused by a :16
capacity of the :16
canceled because of :16
can be made :16
california at san :16
c bruno of :16
by vice president :16
by use of :16
by the year :16
by the nasa :16
by the department :16
by the american :16
by supt of :16
by maj robert :16
by lewis research :16
by leonard c :16
but in the :16
but because of :16
built by hughes :16
budget request for :16
bruno of the :16
brought total value :16
braun director of :16
bottom of the :16
boeing co for :16
billion yrs old :16
billion a year :16
between moscow and :16
being prepared for :16
before the first :16
been selected for :16
be ready to :16
be more than :16
be in a :16
be designed to :16
be correlated with :16
be conducted by :16
ballistic reentry system :16
b chronology of :16
aviationspace writers assn :16
atlascentaur launch vehicle :16
atlantic and pacific :16
at the natl :16
at least three :16
astronauts walter m :16
astronauts in the :16
astronaut thomas p :16
astronaut charles conrad :16
assn of america :16
as head of :16
as had been :16
as acting director :16
as a consultant :16
areas such as :16
appendix d abbreviations :16
appendix b chronology :16
apollo program and :16
apollo lunar exploration :16
apollo 8 astronauts :16
apollo 16 astronauts :16
apogee st ml :16
angles of attack :16
and was not :16
and the world :16
and the nasa :16
and the international :16
and the development :16
and that he :16
and telegraph co :16
and technology for :16
and space shuttle :16
and solidfuel rocket :16
and research and :16
and quality assurance :16
and provide a :16
and planetary laboratory :16
and most of :16
and mars 3 :16
and installation of :16
and in a :16
and earth sciences :16
and aeronautics may :16
an example of :16
american astronomical society :16
also would be :16
all phases of :16
aircraft at 45000ft :16
air force chief :16
air and water :16
agreement called for :16
agreed that the :16
aerospace research pilot :16
aeronautics 1985 the :16
aeronautics 1969 july :16
adviser to the :16
administrator for applications :16
activities in the :16
accordance with the :16
aboard the spacecraft :16
a year to :16
a set of :16
a schriever usaf :16
a new and :16
a minimum of :16
a malfunction in :16
a higher orbit :16
a fourth category :16
a factor of :16
a crew of :16
a cooperative program :16
9 nasa announced :16
894min period and :16
893min period and :16
4 and 5 :16
39 pad a :16
3 • nasa :16
3 was flown :16
3 flown by :16
29 nasa announced :16
27 astronautics and :16
22 nasa announced :16
20th anniversary of :16
204 review board :16
1972 and 1973 :16
18 nasa announced :16
• us patent :15
• us army :15
• selection of :15
• results of :15
• nasa successfully :15
• nasa said :15
• nasa deputy :15
• more than :15
• langley research :15
years ago the :15
wsmr carried gsfc :15
would replace the :15
would continue for :15
would check out :15
would call for :15
would become the :15
would be visible :15
would be transferred :15
would be effective :15
would be continued :15
would be assigned :15
would arrive at :15
would account for :15
with the same :15
with the european :15
with the air :15
with lunar samples :15
with development of :15
with boeing co :15
white house and :15
which will be :15
were unable to :15
were scheduled to :15
were reported in :15
were obtained nasa :15
were made in :15
were being used :15
were being made :15
wemher von braun :15
weather and climate :15
we hope to :15
we have no :15
we had to :15
we dont have :15
we can do :15
we are doing :15
was sent to :15
was recorded by :15
was launched on :15
was in orbit :15
was first time :15
was fired at :15
was being built :15
was awarded by :15
was approved by :15
was appointed to :15
viking 1 lander :15
vehicle performance and :15
value of contract :15
v keldysh president :15
ussr from plesetsk :15
used in a :15
use of outer :15
us to the :15
up to 100 :15
until the end :15
univ of iowa :15
united states the :15
united states space :15
united nations public :15
transfer orbit provide :15
tour of the :15
total weight 2200 :15
to work on :15
to the success :15
to the problem :15
to the planets :15
to the office :15
to senate nomination :15
to see that :15
to salyut 6 :15
to respond to :15
to place a :15
to obtain the :15
to nasa hq :15
to msfc for :15
to measure ozone :15
to look for :15
to less than :15
to design a :15
to conduct a :15
to carry the :15
to build an :15
to be tested :15
to be of :15
to be able :15
to achieve a :15
to a total :15
three years of :15
thomas d white :15
third in series :15
they would have :15
there are many :15
there are a :15
the world will :15
the world in :15
the w post :15
the us for :15
the us could :15
the time it :15
the tass news :15
the surface and :15
the sun the :15
the strength of :15
the south pacific :15
the size and :15
the russians have :15
the region of :15
the press that :15
the passage of :15
the nature and :15
the nasa space :15
the nasa history :15
the names of :15
the mission and :15
the mercury program :15
the long run :15
the landing of :15
the interaction of :15
the house science :15
the government and :15
the galileo mission :15
the fy 1975 :15
the fiscal year :15
the first half :15
the earth was :15
the earth the :15
the earth resources :15
the earth by :15
the data would :15
the cosmonauts had :15
the bulk of :15
the atmosphere at :15
the associate administrator :15
the apollo telescope :15
the apogee motor :15
the american association :15
the air and :15
the aim of :15
that would allow :15
that we were :15
that there would :15
that the system :15
that the program :15
that on earth :15
that might have :15
that man can :15
than ever before :15
text • dr :15
tests at the :15
temperature and density :15
telescope would be :15
telemetry and backup :15
technology for the :15
system would use :15
system would provide :15
system designed to :15
support services for :15
supersonic transport program :15
supersonic transport development :15
such a program :15
successful launch of :15
studies would be :15
srl • usaf :15
spokesman had said :15
specialists would be :15
spacecraft in a :15
spacecraft country launch :15
spacecraft and its :15
space vehicles and :15
space shuttle development :15
space shuttle crew :15
space shuttle as :15
space research program :15
space research committee :15
space nuclear systems :15
space had been :15
space flight had :15
soviet union to :15
soviet union is :15
soviet press and :15
soviet air force :15
sources in the :15
sound arrivals on :15
soon as possible :15
solve the problem :15
solar observatory oso :15
solar activity and :15
society of america :15
skylab 3 astronauts :15
since the beginning :15
since that time :15
since its launch :15
sides of the :15
shuttle and the :15
set by the :15
serve as the :15
separate from the :15
senate nomination of :15
see research and :15
see jet propulsion :15
see international business :15
see federal aviation :15
see communications satellite :15
secondary objectives were :15
scheduled for march :15
scheduled for april :15
saturn ib booster :15
satellite system to :15
safe return to :15
roger b chaffee :15
rocket would be :15
resignation of dr :15
research range carrying :15
research center scientist :15
research center director :15
request of the :15
reports said that :15
reported on the :15
rep james g :15
rep don fuqua :15
rep 1967 • :15
referred to the :15
reentered the earths :15
recovery of the :15
range carried univ :15
radioisotope thermoelectric generators :15
radio emissions from :15
race to the :15
r scott and :15
r gentry usaf :15
provided in the :15
provide data for :15
propulsion laboratory and :15
progress in space :15
program was being :15
program of the :15
primary mission objectives :15
previous record of :15
presidential medal of :15
president johnson signed :15
polar orbit with :15
plasma physics experiment :15
planned to use :15
plane of the :15
place spacecraft in :15
photos of mars :15
perigee st ml :15
perigee 894min period :15
perigee 893min period :15
peak national observatory :15
ozone in the :15
overall direction of :15
over the south :15
other nasa centers :15
orbited by the :15
orbital research laboratory :15
orbit provide tracking :15
or any other :15
operation of a :15
one of 2 :15
on the way :15
on the development :15
on science research :15
on nasa fy :15
on effects of :15
on apollo 11 :15
on a global :15
officials said the :15
office of scientific :15
of un committee :15
of those who :15
of the state :15
of the spacecrafts :15
of the radio :15
of the problem :15
of the previous :15
of the milky :15
of the institute :15
of the delta :15
of the defense :15
of the decade :15
of the current :15
of the cosmos :15
of the cosmonauts :15
of the congress :15
of the booster :15
of the armed :15
of technology in :15
of scientific unions :15
of scientific satellite :15
of sciences in :15
of science in :15
of powered flight :15
of planet venus :15
of physics and :15
of natural resources :15
of national science :15
of national academy :15
of nasa goddard :15
of mass destruction :15
of manned spacecraft :15
