objective continuation of outer space investigations :522
nikeapache sounding rocket was launched from :8
new ocean a history of project :8
never complete because of the inescapable :8
nations are from the un public :8
nation remarks st mi st mi :8
nasc executive secretary dr edward c :8
nasa that may be of particular :8
nasa marshall space flight center announced :8
nasa launched two nikeapache sounding rockets :8
nasa deputy associate administrator for space :8
nasa contract or grant and considered :8
nasa administrator james e webb was :8
nasa administrator james e webb told :8
msc was responsible for apollo spacecraft :8
monographs data compilations handbooks sourcebooks and :8
mi st mi min de grees :8
meters meters in nation in remarks :8
meters in nation in remarks and :8
met and the mission was adjudged :8
memorandums information receiving limited distribution because :8
may be of particular interest in :8
manned spacecraft center announced award of :8
m low nasa deputy administrator said :8
lm undocked initiated descent and touched :8
listed here are abbreviations for sources :8
limited distribution because of preliminary data :8
liftingbody vehicle piloted by maj peter :8
library of congress congressional research service :8
legal subcommittee of un committee on :8
least the 4000mile altitude that traditionally :8
launched unidentified satellite from wtr using :8
launched two cosmos satellites from plesetsk :8
launched into orbit by modified titan :8
launched from nasa wallops station reached :8
launched by nasa from wsmr with :8
launch was first in series of :8
launch vehicle and ksc for launch :8
launch intl designation date vehicle launch :8
launch international payload data date designation :8
l gordon cooper lcol usaf and :8
l bisplinghoff nasa associate administrator for :8
jr and fred w haise jr :8
james b irwin and alfred m :8
is never complete because of the :8
into synchronous orbit for commercial communications :8
into orbit by modified titan ii :8
intl designation date vehicle launch site :8
international payload data date designation vehicle :8
injected into synchronous orbit for commercial :8
information receiving limited distribution because of :8
information generated under a nasa contract :8
including sivb stage instrument unit spacecraft :8
inclination remarks km km min degrees :8
incli meters meters in nation in :8
in the office of space science :8
in the exploration and use of :8
in listings which reference to greenwich :8
in earth orbit 3 in lunar :8
house subcommittee on space science and :8
here are abbreviations for sources cited :8
heating and cooling demonstration act of :8
grenades and recording their sound arrivals :8
grant and considered an important contribution :8
gordon cooper lcol usaf and charles :8
goddard space flight center was responsible :8
goddard space flight center under the :8
generated under a nasa contract or :8
gen thomas d white space trophy :8
from vandenberg air force base by :8
from b—52 aircraft at 45000ft altitude :8
from b52 aircraft at 45000ft altitude :8
former nasa administrator james e webb :8
foreign nations are from the un :8
force systems command afsc newsreview reported :8
for technology utilization and policy planning :8
for saturn ib and saturn v :8
flight of the analysis and interpretation :8
flight center under the direction of :8
federal council for science and technology :8
fbis tokyo kyodo in english feb :8
executive secretary dr edward c welsh :8
earth orbit 3 in lunar orbit :8
e evans and dr harrison h :8
dr wernher von braun msfc director :8
dr t keith glennan first nasa :8
douglas missile and space systems div :8
double asterisk by the date marks :8
distribution because of preliminary data security :8
deputy assistant administrator for technology utilization :8
david r scott james b irwin :8
date vehicle launch site payload data :8
data on satellites of other foreign :8
data compilations handbooks sourcebooks and special :8
cumulative totals for manned spacecraft hours :8
cumulative total manhours in space were :8
council for scientific and industrial research :8
cooper lcol usaf and charles conrad :8
conveyed one or more human beings :8
contractor reports scientific and technical information :8
contract or grant and considered an :8
continuation of scientific satellite series payload :8
considered an important contribution to existing :8
conference on the peaceful uses of :8
conducted by nasa goddard space flight :8
complete because of the inescapable lag :8
compiling and verifying information previously scattered :8
compilations handbooks sourcebooks and special bibliographies :8
communist party general secretary leonid i :8
committee on science and astronautics favorably :8
commander of the air force systems :8
charles a berry director of medical :8
central tv programs to stations in :8
center under the direction of the :8
carrying a goddard space flight center :8
cameras 2 large winglike solar panels :8
c conveyed one or more human :8
by the operations control center at :8
by the energy research and development :8
by nasa that may be of :8
by nasa from wsmr carried gsfc :8
by dr thomas o paine nasa :8
brought total value of contract to :8
blank not filmed astronautics and aeronautics :8
black brant vc sounding rocket from :8
bisplinghoff nasa associate administrator for advanced :8
berry nasa director of life sciences :8
bernard lovell director of jodrell bank :8
because of the inescapable lag behind :8
be of particular interest in commercial :8
be injected into synchronous orbit for :8
b irwin and alfred m worden :8
at least the 4000mile altitude that :8
at 13 700m 45 000ft altitude :8
astronauts l gordon cooper lcol usaf :8
astronauts david r scott james b :8
astronautics subcommittee on aeronautics and space :8
assistant administrator for technology utilization and :8
ascended to at least the 4000mile :8
as deputy associate administrator for space :8
appendix d abbreviations of references listed :8
apollo 12 astronauts charles conrad jr :8
apogee perigee period nation remarks st :8
and to obtain stability and control :8
and the mission was adjudged successful :8
and technical information generated under a :8
and space report of the president :8
and space act of 1958 to :8
and recording their sound arrivals on :8
and other agencies as well as :8
and instruments performed satisfactorily nasa rpt :8
and instruments functioned satisfactorily and good :8
and considered an important contribution to :8
and astronautics subcommittee on aeronautics and :8
and 300pound reentry capsule with retrorockets :8
an important contribution to existing knowledge :8
also washington smithsonian institution press 1971 :8
all onboard equipment was functioning normally :8
air force systems command afsc newsreview :8
after air launch from b52 aircraft :8
aerospace industries assn of america inc :8
aeronautics and space report of the :8
aerobee 150a sounding rocket launched from :8
administrator for technology utilization and policy :8
a double asterisk by the date :8
1971 independent offices and hud appropriations :8
1970 also washington smithsonian institution press :8
150 sounding rocket launched from white :8
15 astronauts david r scott james :8
12 astronauts charles conrad jr richard :8
• the washington star reported that :7
• the washington post reported that :7
• the national science foundation released :7
• the energy research and development :7
• president nixon sent message to :7
• president nixon announced intention to :7
• niketomahawk sounding rocket launched by :7
• nikecajun sounding rocket was launched :7
• nasas hl—10 liftingbody vehicle piloted :7
• nasa launched a black brant :7
• nasa announced that it would :7
• msfc announced it had awarded :7
• marshall space flight center had :7
• manned spacecraft center announced award :7
• astronaut walter m schirra jr :7
• areas sounding rocket was launched :7
• a new york times editorial :7
—national aeronautics and space act of :7
x24a liftingbody vehicle piloted by maj :7
world total the united states launched :7
working group on space biology and :7
which are a day later in :7
whether orbit was attained or not :7
were to expand flight envelope to :7
were conducted for gca corp under :7
well as those of the communications :7
was responsible for procurement launch and :7
was managed by gsfc under ossa :7
was airlaunched from b52 aircraft at :7
w anderson jr assistant nasa historian :7
virgil i grissom edward h white :7
vehicle payload data apogee st ml :7
vehicle 37 m long 24 m :7
vc sounding rocket from white sands :7
v launch vehicle and ksc for :7
v astronauts l gordon cooper and :7
ussr objective continuation of outer space :7
ussr central tv programs to stations :7
usaf space and missile systems organization :7
unknown unk has been provided for :7
unk has been provided for payloads :7
united aircraft corps pratt whitney div :7
under the direction of the office :7
tracking data to have fulfilled our :7
to senate committee on aeronautical and :7
to put a man on the :7
to obtain temperature pressure density and :7
to have fulfilled our definition of :7
to classify the performance of both :7
those of the communications satellite corporation :7
those dates that are one day :7
thomas p stafford vance d brand :7
this would be the first time :7
this list does not include all :7
these divisions are necessarily arbitrary since :7
thereof —national aeronautics and space act :7
the western space and missile center :7
the us and the soviet union :7
the space shuttle in the 1980s :7
the soviet union and the united :7
the sources are listed only those :7
the smithsonian institutions national air and :7
the second in a series of :7
the results thereof —national aeronautics and :7
the performance of both the launch :7
the national academy of sciences and :7
the latest available to date within :7
the international civil aviation organization icao :7
the inescapable lag behind each flight :7
the exploration and use of outer :7
the executive office of the president :7
the end of the year the :7
the direction of the office of :7
the date marks those dates that :7
the air force dr harold brown :7
that the peoples republic of china :7
than in listings which reference to :7
tf8a aircraft equipped with supercritical wing :7
testimony before the house committee on :7
test pilot thomas c mcmurtry successfully :7
technology satellite launched by nasa july :7
technology satellite launched 30 may 1974 :7
systems tv cameras infrared sensors and :7
successfully launched by nasa from wtr :7
succeeded—or at least can be shown :7
submitted to the senate the nomination :7
study atmospheric thermal energy radiated by :7
standard div of united aircraft corp :7
spacecraft country launch intl designation date :7
space whether orbit was attained or :7
space flight msc was responsible for :7
space flight center under the direction :7
space flight center announced it had :7
soviet launches which are a day :7
sources are listed only those that :7
sounding rockets launched either by nasa :7
sounding rocket was launched from wallops :7
sounding rocket from churchill research range :7
snow and study atmospheric thermal energy :7
skylab 3 astronauts alan l bean :7
sivb stage instrument unit spacecraft lm :7
site payload data apogee perigee period :7
since many of the results can :7
shown by tracking data to have :7
short takeoff and landing stol aircraft :7
shepard jr edgar d mitchell and :7
separated from sm and splashed down :7
see nuclear engine for rocket vehicle :7
see national center for atmospheric research :7
see nasa office of manned space :7
see institute of electrical and electronics :7
see housing and urban development dept :7
see american association for the advancement :7
secretary of state william p rogers :7
scientific satellite series and payload not :7
saturn v launch vehicle and ksc :7
satellite was successfully launched by nasa :7
satellite launched by nasa july 23 :7
satellite from vandenberg air force base :7
rockets launched either by nasa or :7
rocket launched from wallops station carried :7
rocket and instruments performed satisfactorily and :7
results thereof —national aeronautics and space :7
responsible for procurement launch and initial :7
responsible for apollo spacecraft development msfc :7
resources technology satellite launched by nasa :7
research center after airlaunch from b52 :7
reimburse nasa for the cost of :7
receiving antenna and 4 22 transmitting :7
raymond l bisplinghoff nasa associate administrator :7
published by the house committee on :7
publications include conference proceedings monographs data :7
procurement launch and initial checkout of :7
president nixon sent message to congress :7
president nixon announced intention to nominate :7
pratt whitney div united aircraft corp :7
position with solar panels extended structure :7
pilot thomas c mcmurtry successfully completed :7
pilot john a manke successfully completed :7
photograph cloud cover and snow and :7
period inclination remarks km min degrees :7
period incli meters meters in nation :7
perigee period inclination remarks km min :7
perigee 896min period and 654° inclination :7
performed satisfactorily gsfc proj off november :7
performed satisfactorily and good data were :7
payload cylindrical body with 2 large :7
parachute deployment and other reentry events :7
page blank not filmed astronautics and :7
ozone measurements in conjunction with nimbus :7
our definition of satellite or probe :7
other agencies as well as those :7
on the peaceful uses of space :7
on the floor of the house :7
on science and astronautics favorably reported :7
on aeronautical and space sciences and :7
on a delta into a transfer :7
office of space and terrestrial applications :7
office national detudes et de recherches :7
of univ of california at san :7
of the space shuttle external tank :7
of the inescapable lag behind each :7
of the goddard space flight center :7
of soviet launches which are a :7
of satellite or probe or manned :7
of references was prepared by mrs :7
of office of science and technology :7
of landing a man on the :7
of cosmos scientific satellite series and :7
obtain temperature pressure density and wind :7
objective photograph cloud cover and snow :7
objective continue operation of longrange telephone :7
nikeapache sounding rocket launched from wallops :7
necessarily arbitrary since many of the :7
naugle nasa associate administrator for space :7
national designation vehicle payload data apogee :7
nasa proj off • nasa announced :7
nasa or under nasa direction eg :7
nasa marshall space flight center huntsville :7
nasa historian for manned space flight :7
nasa from wsmr with vam—20 booster :7
nasa from churchill research range carrying :7
nasa for comsatcorp on behalf of :7
nasa assistant administrator for international affairs :7
nasa announced the award of a :7
nasa and the us air force :7
nasa administrator james e webb speaking :7
name country international payload data designation :7
msc director dr robert r gilruth :7
member of house committee on science :7
mcdivitt david r scott and russell :7
marshall space flight center announced it :7
marks those dates that are one :7
manned space flight msc was responsible :7
made to classify the performance of :7
listed only those that are abbreviated :7
lifting body piloted by william h :7
least can be shown by tracking :7
lcol usaf and charles conrad jr :7
launches which are a day later :7
launched from eastern test range at :7
launched either by nasa or under :7
launched an aerobee 150a sounding rocket :7
launch date name country international designation :7
launch and initial checkout of spacecraft :7
latest available to date within nasa :7
lag behind each flight of the :7
kilo period incli meters meters in :7
jr edgar d mitchell and stuart :7
john e naugle nasa associate administrator :7
james c fletcher nasa administrator in :7
into space whether orbit was attained :7
instruments performed satisfactorily nasa rpt srl :7
instruments functioned satisfactorily nasa rpt srl :7
instruments functioned satisfactorily and payload was :7
institute of space and aeronautical science :7
institute of aeronautics and astronautics aiaa :7
initial checkout of spacecraft in orbit :7
inescapable lag behind each flight of :7
including 2dstage casing and 300pound reentry :7
include conference proceedings monographs data compilations :7
in the office of aeronautics and :7
in nasas office of manned space :7
in nasa office of advanced research :7
in kilo period incli meters meters :7
in diameter covered with solar cells :7
improve satellite and tv communications system :7
hr 17548 fy 1971 independent offices :7
housing and urban development dept of :7
hl—10 liftingbody vehicle piloted by nasa :7
hl—10 liftingbody vehicle piloted by maj :7
hinners associate administrator for space science :7
held at marshall space flight center :7
hearings before the house committee on :7
have fulfilled our definition of satellite :7
has been provided for payloads where :7
has been made to classify the :7
hamilton standard div of united aircraft :7
had signed a memorandum of understanding :7
had participated in two flights each :7
gsfc was responsible for procurement launch :7
group on space biology and medicine :7
gordon jr and alan l bean :7
georgy t dobrovolsky vladislav n volkov :7
gen bernard a schriever usaf ret :7
g nikolayev and vitaly i sevastyanov :7
functioned satisfactorily and payload was recovered :7
fulfilled our definition of satellite or :7
from the eastern test range on :7
from sm and splashed down in :7
from churchill research range carried gsfc :7
frank w anderson jr assistant nasa :7
frances centre national detudes spatiales cnes :7
for procurement launch and initial checkout :7
for apollo spacecraft development msfc for :7
flights are the latest available to :7
flight research center after airlaunch from :7
flight msc was responsible for apollo :7
f gordon jr and alan l :7
ezell edward clinton and linda neuman :7
evans and dr harrison h schmitt :7
energy research and development administration erda :7
either by nasa or under nasa :7
edward clinton and linda neuman ezell :7
edgar d mitchell and stuart a :7
earth resources technology satellite launched by :7
each flight of the analysis and :7
e naugle nasa associate administrator for :7
dr raymond l bisplinghoff nasa associate :7
dr paul w gast chief of :7
dr kurt h debus ksc director :7
dr john e naugle nasa associate :7
dr frank w anderson jr assistant :7
dr eugene m emme nasa historian :7
docking and crew transfer lm ascent :7
divisions are necessarily arbitrary since many :7
div of north american aviation inc :7
director of office of science and :7
director of marshall space flight center :7
director dr robert r gilruth announced :7
develop spaceflight techniques and technology description :7
develop and improve satellite and tv :7
detonating grenades and recording their sound :7
designation date vehicle launch site payload :7
description unavailable total weight 700 kg :7
description unavailable total weight 1000 kg :7
deputy associate administrator for advanced research :7
deployed its four solar panels and :7
deltawinged vehicle 37 m long 24 :7
definition of satellite or probe or :7
definition and preliminary design phase b :7
dates of soviet launches which are :7
date name country international designation vehicle :7
date marks those dates that are :7
data to have fulfilled our definition :7
d objective develop spaceflight techniques and :7
d mitchell and stuart a roosa :7
d brand and donald k slayton :7
d abbreviations of references listed here :7
cylindrical body with 2 large solar :7
cruise position with solar panels extended :7
cover and snow and study atmospheric :7
country launch intl designation payload data :7
country launch intl designation date vehicle :7
country international payload data designation vehicle :7
cosmos scientific satellite series and payload :7
consultant to nasa administrator james e :7
conference proceedings monographs data compilations handbooks :7
committee on science and astronautics said :7
comments additions and criticisms are always :7
cm separated from sm and splashed :7
cloud cover and snow and study :7
classify the performance of both the :7
charles s sheldon ii chief of :7
center after airlaunch from b52 aircraft :7
category unknown unk has been provided :7
casing and 300pound reentry capsule with :7
can be shown by tracking data :7
by univ of california at berkeley :7
by tracking data to have fulfilled :7
by senate committee on aeronautical and :7
by nasa from wsmr with vam—20 :7
by nasa for comsatcorp on behalf :7
by detonating grenades and recording their :7
brant vc sounding rocket from white :7
both rockets and instrumentation performed satisfactorily :7
boeing co and general electric co :7
body piloted by william h dana :7
berry director of medical research and :7
bellshaped spacecraft containing 2 astronauts guidance :7
behind each flight of the analysis :7
before a subcommittee of the house :7
been made to classify the performance :7
be shown by tracking data to :7
b52 aircraft at 45000ft altitude in :7
at marshall space flight center to :7
at least can be shown by :7
astronauts virgil i grissom and john :7
astronauts frank borman james a lovell :7
astronauts david r scott alfred m :7
astronauts alan b shepard jr edgar :7
astronautics and aeronautics 1965 launch date :7
astronautical and aeronautical events of 19 :7
associate administrator for the office of :7
assistant nasa historian for manned space :7
assistant administrator for industry affairs and :7
as well as those of the :7
as those of the communications satellite :7
areas sounding rocket was launched from :7
areas sounding rocket was launched by :7
are the latest available to date :7
are necessarily arbitrary since many of :7
are listed only those that are :7
are a day later in this :7
arbitrary since many of the results :7
apollo spacecraft development msfc for saturn :7
apollo 11 astronaut edwin e aldrin :7
apogee in kilometers and st mi :7
antenna and 4 22 transmitting whip :7
announcements and international news services reports :7
announced selection of general electric co :7
and transmission of ussr central tv :7
and the results thereof —national aeronautics :7
and study atmospheric thermal energy radiated :7
and st mi and st mi :7
and snow and study atmospheric thermal :7
and recording sound arrivals on ground :7
and preliminary design phase b of :7
and outer space description unavailable 29 :7
and national oceanic and atmospheric administration :7
and milton lomask vanguard a history :7
and instruments functioned satisfactorily nasa rpt :7
and instruments functioned satisfactorily and payload :7
and initial checkout of spacecraft in :7
and improve satellite and tv communications :7
and crew transfer lm ascent stage :7
and aeronautics 1965 launch date name :7
and aeronautical events of 19 62 :7
air launch from b52 aircraft at :7
air force office of scientific research :7
agencies as well as those of :7
aeronautics 1965 launch date name inter :7
additions and criticisms are always welcomed :7
activities and the results thereof —national :7
abbreviations of references was prepared by :7
a2e plesetsk total weight 2000 kg :7
a mcdivitt david r scott and :7
a man on the moon and :7
a history of ames research center :7
a delta into a transfer orbit :7
a day later in this compilation :7
a black brant vc sounding rocket :7
a berry director of medical research :7
37 m long 24 m across :7
2dstage casing and 300pound reentry capsule :7
2 spacecraft launched with single vehicle :7
1965 launch date name inter national :7
18 receiving antenna and 4 22 :7
17548 fy 1971 independent offices and :7
17 astronauts eugene a cernan ronald :7
150 mi sounding rocket launched from :7
11 astronauts neil a armstrong michael :7
11 astronaut edwin e aldrin jr :7
• x15 no 3 was flown :6
• usaf launched thoragena d booster :6
• secretary of the air force :6
• rep olin e teague dtex :6
• rep joseph e karth dminn :6
• president nixon submitted to the :6
• nasa launched two niketomahawk sounding :6
• nasa launched series of three :6
• nasa launched aerobee 150 sounding :6
• nasa issued apollo status summary :6
• nasa associate administrator for space :6
• nasa announced selection of general :6
• nasa announced award of a :6
• nasa and soviet academy of :6
• ksc announced it had awarded :6
• erts 1 earth resources technology :6
• dr wernher von braun nasa :6
• dr homer e newell nasa :6
• apollo 15 astronauts david r :6
z o m to o z :6
year of the quiet sun iqsy :6
x24a liftingbody vehicle piloted by nasa :6
x15 no 3 flown by nasa :6
x15 no 1 was flown by :6
would reimburse nasa for the cost :6
with 2 large solar paddles attached :6
with 18 receiving antenna and 4 :6
william hines in the washington evening :6
william d putnam assistant nasa historian :6
white sands mis sile range carrying :6
where in doubt from the project :6
western space and missile center wsmc :6
wernher von braun director of nasa :6
were in the cosmos series and :6
were all open ones verified where :6
way out of the solar system :6
washington evening star editorial commented on :6
was sworn in as consultant to :6
was launched from nasa wallops station :6
was launched from barking sands hawaii :6
verified where in doubt from the :6
variation of temperature pressure and wind :6
utilization reports and notes and technology :6
used were all open ones verified :6
used for evaluating vehicle performance and :6
usaf launched unidentified satellite with thoragena :6
usaf launched two unidentified satellites with :6
usaf launched thoragena d launch vehicle :6
usaf launched thoragena d booster from :6
usaf aeronautical chart and information center :6
upper atmosphere and onter space description :6
united states had conducted a total :6
united states aeronautics and space activities :6
united nations committee on the peaceful :6
unidentified satellites with atlasagena d booster :6
undisclosed description unavailable total weight 6000 :6
under an exchange of funds agreement :6
transmit tv programs to stations in :6
transmission of television programs and multichannel :6
totals for manned spacecraft hours in :6
told the annual meeting of the :6
to the senate committee on aeronautical :6
to the house committee on science :6
to obtain data on variation of :6
to obtain data on temperature pressure :6
to find the cause of the :6
to expand flight envelope to mach :6
to determine the cause of the :6
to be launched by nasa in :6
to be launched by nasa for :6
titan iiibagena d total weight not :6
titan iiibagena booster into orbit with :6
throughout nasa and other federal agencies :6
thomas p stafford john w young :6
thomas p stafford and eugene a :6
thomas k mattingly ii and charles :6
thomas d white space trophy for :6
this was the first time a :6
this compilation than in listings which :6
this chronology contains basic information on :6
the washington star reported that the :6
the us army corps of engineers :6
the united states had conducted a :6
the tass news agency statements in :6
the space operations control center at :6
the satellite situation report compiled by :6
the purpose of the flight was :6
the project offices in nasa headquarters :6
the president of the united states :6
the peoples republic of china was :6
the peoples republic of china prc :6
the peoples republic of china launched :6
the people of the united states :6
the new york times reported that :6
the new york academy of sciences :6
the international maritime satellite organization inmarsat :6
the international council of scientific unions :6
the house subcommittee on space science :6
the first in a series of :6
the fact of the matter is :6
the eastern test range on a :6
the committee on science and astronautics :6
the air force for research and :6
the air force flight test center :6
that have succeeded—or at least can :6
that a great deal is learned :6
than sounding rockets launched either by :6
test pilot william h dana flew :6
temperature pressure and wind profile by :6
television programs and multichannel radio to :6
telephone and telegraph radio communications system :6
telemetry transmitters tracking and recovery communications :6
technology utilization reports and notes and :6
tabulation than in listings which reference :6
t dobrovolsky vladislav n volkov and :6
t beregovoy and konstantin p feoktistov :6
system transmission of tv programs to :6
sworn in as consultant to nasa :6
swigert jr and fred w haise :6
subcommittee on advanced research and technology :6
stationary synchronous orbit while retaining sufficient :6
states had conducted a total of :6
state univ of new york at :6
stage instrument unit spacecraft lm adapter :6
stafford john w young and eugene :6
st mi and st mi minutes :6
spacecraft objective continuation of outer space :6
spacecraft launched into orbit by modified :6
spacecraft development msfc for saturn v :6
spacecraft country launch intl designation payload :6
spacecraft containing 2 astronauts guidance and :6
space shuttle atlantis on mission 61b :6
space flight center nasa sp4301 1968 :6
space and upper atmosphere research committee :6
sp4202 1970 also washington smithsonian institution :6
soviet union and the united states :6
soviet communist party general secretary leonid :6
soviet academy of sciences president mstislav :6
sources used were all open ones :6
sources by leonard c bruno of :6
sounding rocket launched from wallops island :6
sounding rocket from white sands n :6
sounding rocket from white sands mis :6
sounding rocket from wallops station va :6
sounding rocket from nasa wallops station :6
skylab 4 astronauts gerald p carr :6
situation report translations from the tass :6
signed a memorandum of understanding with :6
series was to obtain stability and :6
series of three sounding rockets from :6
selenological inspection survey and sampling of :6
see white sands missile range wtr :6
see space and missile systems organization :6
see national operational meteorological satellite system :6
see national oceanic and atmospheric administration :6
see nasa office of advanced research :6
secretary of the air force announced :6
science and astronautics subcommittee on advanced :6
scheduled for launch no earlier than :6
satellites with atlasagena d booster from :6
satellites from vandenberg afb by thoragena :6
satellite situation report translations from the :6
satellite or probe or manned flight—are :6
satellite corp on behalf of the :6
sands mis sile range carrying a :6
s s s launched by nasa :6
royal norwegian council for scientific and :6
rosenthal venture into space early years :6
rocket vehicles larger than sounding rockets :6
rocket launched from wsmr carried gsfc :6
rocket launched from white sands n :6
rocket launched from white sands missile :6
rocket from white sands n mex :6
rocket from white sands mis sile :6
robert r gilruth director of nasa :6
robert c seamans jr nasa associate :6
retromotor propellants etc weight of surveyor :6
research center 19401965 nasa sp4302 1970 :6
reports and notes and technology surveys :6
reported that the soviet union had :6
report translations from the tass news :6
report to the president and the :6
rendezvous and docking mission scheduled for :6
received nasas exceptional service medal for :6
r scott and james b irwin :6
r gilruth director of nasa manned :6
quiet experimental short takeoff and landing :6
putting a man on the moon :6
putnam assistant nasa historian for manned :6
put a man on the moon :6
project offices in nasa headquarters and :6
project manager james s martin jr :6
programs and multichannel radio to stations :6
program was managed by larc under :6
program director william c schneider said :6
primary nasa objective was to place :6
pressure and wind profile by detonating :6
president nixon submitted to the senate :6
prepared by leonard c bruno of :6
predecessor the national advisory committee for :6
postlanding tv pictures of lunar surface :6
polygon with 18 receiving antenna and :6
pioneer 10 launched march 2 1972 :6
piloted by william h dana completed :6
photoreconnaissance with all or part of :6
perigee in kilo period incli meters :6
payload data km km vehicle launch :6
p stafford john w young and :6
p stafford and eugene a cernan :6
orbit including sivb stage instrument unit :6
or under nasa direction eg nasa :6
or probe or manned flight—are listed :6
open sources by leonard c bruno :6
open ones verified where in doubt :6
only flights that have succeeded—or at :6
ones verified where in doubt from :6
one of 2 spacecraft launched with :6
on variation of temperature pressure and :6
on the fy 1974 nasa authorization :6
on behalf of the international telecommunications :6
on aeronautical and space sciences to :6
office of science and technology presidents :6
office at nasa manned spacecraft center :6
of upper atmosphere and onter space :6
of uks jodrell bank experimental station :6
of the year the entire manuscript :6
of the white house office of :6
of the ussr academy of sciences :6
of the univ of california at :6
of the united states and the :6
of the saturn v launch vehicle :6
of the office of space science :6
of the national bureau of standards :6
of the national air and space :6
of the house science and astronautics :6
of the american geophysical union in :6
of the air force for research :6
of temperature pressure and wind profile :6
of television programs and multichannel radio :6
of space for the benefit of :6
of sciences president mstislav v keldysh :6
of sciences and national research council :6
of nasas office of space science :6
of housing and urban developmentspacescienceveterans appropriations :6
of defense robert s mcnamara announced :6
of 2 spacecraft launched with single :6
oceanic and atmospheric administration and other :6
obtain postlanding tv pictures of lunar :6
obtain data on variation of temperature :6
objective transmission of television programs and :6
objective operation of longrange telephone and :6
objective develop and improve satellite and :6
not all the sources are listed :6
norwegian council for scientific and industrial :6
north american aviations space and information :6
nixon submitted to the senate the :6
niketomahawk sounding rocket launched from nasa :6
nikecajun sounding rocket was launched by :6
news release north american rockwell corp :6
nations committee on the peaceful uses :6
national operational meteorological satellite system nomss :6
national detudes et de recherches aerospatiales :6
national aeronautics and space administration and :6
national advisory committee for aeronautics nae :6
national academy of sciences and the :6
national academy of sciences and national :6
nasas tf8a aircraft equipped with supercritical :6
nasas office of aeronautics and space :6
nasas associate administrator for space science :6
nasa test pilot thomas c mcmurtry :6
nasa sp4202 1970 also washington smithsonian :6
nasa proj off • nasa and :6
nasa objective was to place spacecraft :6
nasa nikecajun sounding rocket launched from :6
nasa marshall space flight center for :6
nasa marshall space flight center awarded :6
nasa launched two niketomahawk sounding rockets :6
nasa launched two nikecajun sounding rockets :6
nasa launched series of three sounding :6
nasa launched nikeapache sounding rocket from :6
nasa launched an aerobee 150a sounding :6
nasa launched a black brant vc :6
nasa goddard space flight center nasa :6
nasa goddard space flight center had :6
nasa from wallops station carried gsfc :6
nasa director of manned space flight :6
nasa designation launch site apogee km :6
nasa deputy associate administrator for applications :6
nasa associate administrator for tracking and :6
nasa associate administrator for organization and :6
nasa announced that it had selected :6
nasa and the national science foundation :6
nasa aerobee 150 mi sounding rocket :6
nasa administrator james e webb in :6
nasa administrator dr robert a frosch :6
name international designation vehicle fayload data :6
name country launch international payload data :6
name country launch international date designation :6
multichannel radio to stations throughout ussr :6
msfc for saturn v launch vehicle :6
msc director of medical research and :6
missions that may have been classified :6
milton lomask vanguard a history nasa :6
mi sounding rocket launched from wsmr :6
meeting of the american astronomical society :6
mcdivitt maj usaf and edward h :6
mattingly ii and charles m duke :6
mariner iv launched nov 28 1964 :6
mans capability to work in lunar :6
managed by gsfc under ossa direction :6
man on the moon by 1970 :6
maj usaf and edward h white :6
m2f3 lifting body piloted by william :6
m grimwood and charles c alexander :6
low frequency telemetry transmitters tracking and :6
lovell jr and edwin e aldrin :6
local time at site 1 day :6
live and work in space for :6
leonard c bruno of the library :6
learned from missions that may have :6
leading to award of a contract :6
launched unidentified satellite from wtr with :6
launched two nikeapache sounding rockets from :6
launched series of three sounding rockets :6
launched from plesetsk entered orbit with :6
launched from barking sands hawaii to :6
launched by ussr from plesetsk into :6
launched by the ussr from plesetsk :6
launched by nasa from kiruna sweden :6
launched by nasa for comsatcorp on :6
launched by nasa as secondary payload :6
launched a black brant vc sounding :6
launch complex 39 pad a at :6
later in this compilation than in :6
larger than sounding rockets launched either :6
l swigert jr and fred w :6
kilo perigee in kilo period incli :6
kg spacecraft objective continuation of outer :6
kennedy space center announced award of :6
k mattingly ii and charles m :6
jr and edwin e aldrin jr :6
joseph p kerwin and paul j :6
joint working group on space biology :6
joint congressional committee on atomic energy :6
joint commission on scientific and technical :6
john w young and eugene a :6
john l swigert jr and fred :6
james m grimwood and charles c :6
james c fletcher as nasa administrator :6
james a mcdivitt david r scott :6
james a lovell jr and edwin :6
its way out of the solar :6
issued a request for proposals for :6
is learned from missions that may :6
investigations description unavailable total weight 700 :6
investigation of upper atmosphere and onter :6
intended for photoreconnaissance with all or :6
instruments functioned satisfactorily and good data :6
initiated descent and touched down in :6
in this compilation than in listings :6
in the cargo bay of the :6
in testimony before the house committee :6
in testimony before house committee on :6
in series was to obtain stability :6
in nasa office of manned space :6
in lunar orbit and 6 lunar :6
in doubt from the project offices :6
in a new york times article :6
iiibagena d total weight not available :6
ii and charles m duke jr :6
hr 11271 fy 1970 nasa authorization :6
housing and urban developmentspacescienceveterans appropriations bill :6
house committee on interstate and foreign :6
house com mittee on science and :6
history of aeronautics and astronautics a :6
history nasa sp4202 1970 also washington :6
hinners nasa associate administrator for space :6
hines in the washington evening star :6
high energy astronomy observatory heao program :6
high and low frequency telemetry transmitters :6
have succeeded—or at least can be :6
have been used for evaluating vehicle :6
hatboxshaped polygon with 18 receiving antenna :6
harvard college observatory solar physics experiment :6
